stt,thoigian,giaphong,dientich,diachi,chitiet
1927,Tin môi giới đăng 3 ngày trước,"4,5 triệu/tháng- 30 m2",30 m²,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","1-Tòa nhà 7 tầng số 20 ngõ 196 phố cầu giấy, mới hoàn thiện xong
- *. Vị trí tiện ích:
Tòa nhà nằm gần mặt đường Nguyễn văn Huyên kéo dài, cách đường Cầu giấy 30m,được thiết kế thông minh, tiện lợi, đầy đủ tiện ích đi kèm, gồm tầng 1 với DT: 250m2 để xe rộng rãi. Giao thông đi lại thuận tiện và 6 tầng trên là các căn hộ chung cư mini cho thuê.
- Chỉ 3 phút để tiếp cận hệ thống ngân hàng, siêu thị, trung tâm thương mại, trường học quốc tế từ mầm non đến trung học, đại học quanh khu vực cầu giấy...
*. Thiết kế 03 loại diện tích: 27m2, 35m2, 42m2 với phong cách hiện đại, tiện dụng.
- 1 phòng ngủ riêng biệt: Điều hòa 02 chiều, giường, tủ quần áo, sàn gỗ...
- 1 Phòng khách được thiết kế đẹp có thể làm phòng ngủ nếu nhà đông người.
- Khu bếp riêng biệt, có tủ bếp trên và dưới, chậu rửa bát hiện đại nấu nướng không sợ mùi vào phòng ngủ và khách.
- WC khép kín hiện đại, bình nóng lạnh, thiết bị vệ sinh Inax.
- Tòa nhà được lắp camera an ninh, đảm bảo, bảo vệ 24/24h.
- Gửi xe miễn phí, tối đa mỗi phòng 2 xe máy, truyền hình cáp, internet cáp quang, camera các tầng, có thang máy tốc độ cao...
- Căn hộ có cửa sổ thoáng mát, chỉ việc xách va li đến ở.
*. Giá cả:
- Giá phòng từ :4.500.000 -5.000.000 đ - 5.500.000 đ /tháng.
- Điện tính theo giá hộ gia đình, 3000 đ/ kw.
- Rất Phù hợp với người đi làm, hộ gia đình trẻ, công tác, du lịch, học tập,...
Hãy tiết kiệm thời gian quý báu của chính các bạn bằng cách nhấc máy lên và gọi ngay tôi.
Địa chỉ: Số 20 ngõ 196 đường Cầu giấy"
1921,Tin cá nhân đăng 3 tuần trước,"1,5 triệu/tháng- 16 m2",16 m²,"197, Đường Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Phòng tầng 2 trong nhà 4 tầng, cho nữ thuê.
- Phòng rộng 16m2, không chung chủ, điện nước giá dân cuối tháng chia đều.
- Gần bến xe nước ngầm, giáp bát và khu BKX
- NVS sử dụng cùng phòng bên cạnh, có nóng lạnh.
- Chỗ để xe rộng rãi, để đồ linh tinh không dùng cũng được
- Bếp tầng 1, nấu ăn đưới đấy luôn.
- Sân thượng rộng rãi, có máy giặt và chỗ phơi đồ, có tạ để tập.
- Ưu tiên các bạn SV hoặc mới ra trường, ăn ở sạch sẽ, gọn gàng, biết tôn trọng mọi người trong nhà.
- (Mình đi cả ngày nên chỉ có thể dẫn các bạn đi xem vào buổi tối ạ)"
1924,Tin môi giới đăng 3 tuần trước,2 triệu/tháng- 18 m2,18 m²,"Ngõ 121/43D, Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","cho thuê phòng trọ cho sinh viên và người đi làm ở gần Times City; gần Mai Động 
rộng 18-22m2 thoáng mát sạch sẽ.
Ngõ 121/43D Kim Ngưu phòng 2tr-3tr phòng to có điều hòa; giường ngủ; cửa sổ thoáng
wifi tốc độ cao 80K 1 phòng
điện 3,5k 1 số; nước 100K 1 phòng.
liên hệ xem phòng ban ngày."
1931,Tin cá nhân đăng 3 tuần trước,"2,5 triệu/tháng- 30 m2",30 m²,"số 20 ngách 7 ngõ 39, Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","CHO THUÊ PHÒNG SỐ 20 NGÁCH 7 NGÕ 39 HỒ TÙNG MẬU
ĐỒ ĐẠC NHƯ ẢNH
GIÁ TỪ 2,5TR VÀ 3TR
CÓ RA LỘC CHO BẠN NÀO NHIỆT TÌNH"
1934,Tin cá nhân đăng 3 tuần trước,"1,8 triệu/tháng- 15 m2",15 m²,"số 406 i1, Lương Đình Của, Phường Phương Mai, Quận Đống Đa, Hà Nội","Mình có phòng trọ: diện tích:15m2 phòng gồm 2 phòng nhỏ. địa chỉ P406 i1 phương mai - đống đa-hn. cuối đường lương Đình của. gần trường ĐH Y, xây dưng, bách khoa, kinh tế, gần bệnh viện ,chợ. Đối tượng thuê là Nữ vì có 2 bạn nữa đã thuê rồi để tiện sinh hoạt. 1,8  Hưng. điện nước giá theo nhà nước ."
1933,Tin cá nhân đăng 3 tuần trước,"2,5 triệu/tháng- 23 m2",23 m²,"8/23, Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Phòng khép kín 23m2 có cửa sổ ,ban công ,phòng thoáng mát ,sạch sẽ . Có nóng lạnh , điều hòa , internet tốc độ cao , có chỗ để xe . Nước máy sạch ,khu dân trí cao  an ninh rất tốt . Nhà gần đường lớn , chợ và bến xe buýt thuận tiện đi lại .Hợp đồng dài hạn , tiền nhà trả tháng một . Địa chỉ : số 8 ngõ 23 Nguyễn Ngọc Vũ ."
1938,Tin môi giới đăng 3 tuần trước,"3,2 triệu/tháng- 27 m2",27 m²,"18, Đường Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","CHính chủ cho thuê phòng trọ: Số 18, Đại Linh, Trung Văn, Nam Từ Liêm.
- Vị trí: Mặt đường Đại Linh, nhà 8 tầng có thang máy, cầu thang bộ, 2 hầm để xe rộng rãi.
- Diện tích: 22 - 30m2.
- Nội thất: Phòng được trang bị điều hòa, nóng lạnh, giường, tủ quần áo, có ban công.
- Khu vực sầm uất, gần chợ, an ninh đảm bảo,
- Dịch vụ của tòa nhà: Có bảo vệ 24/24, dọn vệ sinh 1 ngà/ lần, có kĩ thuật, quản lý tòa nhà hỗ trợ 24/7.
Giá phòng: Chỉ từ 2,7tr đến 3,5tr.
Liên hệ ngay để có phòng ưng ý ."
1936,Tin cá nhân đăng 3 tuần trước,3 triệu/tháng- 25 m2,25 m²,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","Vị trí: Số nhà 73 Ngõ 233 Chiến Thắng

KHÔNG CHUNG CHỦ

🚕🚕 Ô tô đỗ cửa, nhà riêng biệt, gần mặt đường chính, đi lại thuận tiện.
🚥🚥 Gần Chợ Phùng Khoang, HV An Ninh , Dược Hà Nội, chợ dân sinh, cửa hàng tiện lợi, Vinmart, Circle K...
📝📝Full nội thất : Chỉ việc xách balo vào ở (Giường, tủ quần áo, bếp, nước nóng lạnh, internet..)
Không gian riêng tư, an ninh đảm bảo, ra vào có vân tay mở cửa, camera an ninh 24/7...

                   ĐIỆN NƯỚC GIÁ DÂN

- Giờ giấc tự do
- Bãi gửi xe oto cách 50m.
- Không mất phí môi giới, miễn phí hỗ trợ khi đến xem nhà !!!
GIÁ 3TR/THÁNG"
1937,Tin cá nhân đăng 3 tuần trước,"3,3 triệu/tháng- 18 m2",18 m²,"58/23/4, Đường Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Gia đình có Phòng trọ khu Đại học Thương Mại Quận Cầu Giấy 18m²,sạch sẽ thoáng mát,
khu văn mình ,dân trí cao,không chung chủ,vệ sinh khép kín,nhà gồm 4 tầng có máy giặt sân phơi ,
chỗ để xe và nấu ăn,có điều hòa nóng lạnh đầy đủ,điện bình dân ,nước chia đầu người rẻ mạt,
Ai đó cần sử dụng vui lòng liên hệ qua xem ưng thì thuê,ưu tiên ACE ăn ở sạch sẽ,lịch sự,
Thanks all"
1930,Tin cá nhân đăng 3 tuần trước,"1,2 triệu/tháng- 15 m2",15 m²,"Đường Bạch Đằng, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Nhà mình còn dư 1 phòng trọ cấp 4 . Diện tích phòng 15m2 . Vệ sinh khép kín giá 1200 cả điện và nước vi nhà m ko lắp công tơ điện nếu  . Địa chỉ số nhà 34 ngõ 784 bạch đằng hbt . Giờ giấc đi loại thoải mái . Có sân tiện để xe và phơi quần áo . Chủ nhà dễ tính liên hệ với mẹ mình ở nhà tên Hà
1939,Tin cá nhân đăng 3 tuần trước,2 triệu/tháng- 25 m2,25 m²,"số 6 ngõ 217 Yên Hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Cho thuê ccmn số 6 ngõ 217 Yên Hoà
- Phòng khép kín
- h giấc tự do k chung chủ
- giá 2tr-2tr5
Lh hoẵ ibx cho mình"
1935,Tin cá nhân đăng 3 tuần trước,"2,5 triệu/tháng- 28 m2",28 m²,"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Chính chủ cho thuê phòng như hình cuối tháng vào ở đc., gần Ngã Tư Sở. Đc ngõ 1 Bùi Xương Trạch. 

👉 diện tích 18m và 28m2, phòng tầng 2 và tầng 4. 2 cửa sổ thoáng. 

👉 full đồ, điều hoà, nóng lạnh, giường, tủ quần áo âm tường, bàn học, quạt trần điều khiển, máy giặt, sàn gỗ, trần thạch cao...

👉 wc rộng ngoài cửa phòng 2 phòng dùng chung. 

👉 máy giặt, nóng lạnh, để xe free không mất phí. 
 
👉 ngõ đi thông ra hồ đầm hồng 200m. Hoàng văn thái, lê trọng tấn, 500m rất thuận tiện đi lại. 

👉 giá phòng phòng 18m 2,5tr. P 28m 3,2tr. Điện 3,5k. Nước 80k/người. Đóng 1 tháng cọc 1 tháng. 
☎️"
1947,Tin môi giới đăng 3 tuần trước,3 triệu/tháng- 20 m2,20 m²,"Đường Nước Phần Lan, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Khách mới trả phòng ở khu vực Tây Hồ.
 	Có phòng ở ngay, nhà ở với Tây, không chung với chủ, 
 	🏠 Địa chỉ: ngõ 119, phố Đường Nước Phần Lan, quận  Tây Hồ, Hanoi.
 😍 Vị trí thuận tiện: 5 phút đi bộ ra hồ Tây, 10 phút ra phố cổ
 🏠 Thông Tin nhà: 2 phòng chung 1 nhà vệ sinh, có phòng có ban công và phòng không, có điều hòa, quạt, giường, đệm, tủ quần áo. 
 	  Không gian chung có chỗ để xe máy, bếp nấu ăn, lò vi sóng, lò nướng, bát đĩa, tủ lạnh.
Giá điện: 3500k/ Klw, nước 100k/ người. 
Giá phòng 2,5- 3tr/ phòng"
1945,Tin cá nhân đăng 3 tuần trước,"2,8 triệu/tháng- 25 m2",25 m²,"Đường Yên Xá, Phường Phú La, Quận Hà Đông, Hà Nội","Cho thuê CC Mini Yên Xá, Hà Đông.
Địa chỉ: Số 24, Ngách 87/59 Yên Xá, Tân Triều, Hà Đông
	Diện tích : 25m, phòng rộng rãi, có ban công, phòng có nhiều ánh sáng.
	Nội thất: Điều hòa, nóng lạnh, gác xép, bếp từ, bàn bếp, hút mùi,…
	Nhà 7 tầng có tháng máy, chỗ để xe rộng rãi, khép kín, không chung chủ, có bảo vệ 24/24

Liên hệ chính chủ: C Huế"
1942,Tin môi giới đăng 3 tuần trước,2 triệu/tháng- 20 m2,20 m²,"Ngõ 294/16E, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Ngõ 294/16E Kim Mã có phòng trọ 2tr và 3tr cho thuê (Nhà gần Đội Cấn- Giang Văn Minh)
Phòng ở tầng 2, tầng 3 nhà 5 tầng; vệ sinh khép kín có nóng lạnh, phòng có giường; phòng to có điều hòa và tủ quần áo
Điện 3,5k 1 số; nước 100k 1 tháng; đóng tiền tháng 1
Đi lại thoải mái; nhà ở ngay gần chợ Vạn Phúc.
Liên hệ xem phòng gọi ban ngày."
1944,Tin cá nhân đăng 3 tuần trước,"1,6 triệu/tháng- 17 m2",17 m²,"Ngách 2/15, Ngõ 493 trương định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Phòng cho thuê tại Trương định 
Địa chỉ : 15/2 ngõ 493 trương định 
( phía sau chợ trương định ) 
Đt ll để biết thêm thông tin 
 ( Chú Hùng )"
1949,Tin môi giới đăng 3 tuần trước,"4,5 triệu/tháng- 45 m2",45 m²,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội","* Vị trí: Trần Phú, Văn Quán, Hà Đông, ngõ trường Sư phạm nghệ thuật TW, gần đường Chiến Thắng và các trường An Ninh, Y học cổ truyền, Kiến Trúc,...
* Kiến trúc: Căn hộ mini được chia thành 2 phòng: 1 phòng ngủ và 1 phòng khách với wc trong phòng ngủ
* Full đồ: giường ngủ, tủ quần áo, sofa, bàn làm việc, điêu hòa, nóng lạnh, tủ lạnh,...
* Cửa sổ thoáng mát, ban công view đẹp.
* Có thang máy, máy giặt chung
* Để xe free dưới tầng 1
* Rất thích hợp cho hộ gia đình hoặc đám bạn ở đông vui.
* Ký hợp đồng dài lâu
* Hàng tuần có người dọn vệ sinh khu chung.
* Chính chủ, miễn môi giới."
1940,Tin môi giới đăng 3 tuần trước,"1,7 triệu/tháng- 15 m2",15 m²,"Ngõ 58/71, Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","cho thuê phòng trọ ở địa chỉ Ngõ 58/71 Nguyễn Khánh Toàn có phòng giá thuê từ 1,7tr-2,6tr -3tr
phòng to 3tr có điều hòa,NL; bàn làm việc; cửa sổ thoáng; ban công và giường,tủ
phòng trọ gần đường Dương Quảng Hàm, Nguyễn Khánh Toàn; có cửa sổ thoáng; an ninh tốt; gần đường lớn tiện đi lại; gần chợ dân sinh; cách xe bus 200m. tiện sinh viên các trường GTVT, ĐH THủ Đô; ĐH Quốc Gia...điện 4k 1 số; nước 100k 1 tháng; thanh toán tiền tháng 1; cọc 1thag
lh xem phòng ban ngày"
1948,Tin môi giới đăng 3 tuần trước,"1,5 triệu/tháng- 16 m2",16 m²,"ngõ 68/102C, Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","cho thuê phòng trọ ở ngõ 68/102C Triều Khúc quận Thanh Xuân, nhà 5 tầng hiện còn phòng trọ giá thuê 1,5tr-2,4Tr S:15-20m2, khép kín, an ninh tốt. đóng tiền tháng 1. phòng có giường, cửa thoáng và kệ bếp.
nhà thuê gần trường ĐH Công nghệ GTVT, ĐH Kiến Trúc.
liên hệ xem phòng trước 5h chiều."
1946,Tin môi giới đăng 3 tuần trước,"1,9 triệu/tháng- 18 m2",18 m²,"18/4 ngõ 424, Đường Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội","cho thuê phòng trọ số 18/4 ngõ 424 Tây Sơn quận Đống Dfa, gần phố Thái Hà, Chùa Bộc.
phòng thuê giá 1,9tr -2,7Tr rộng 15-20m2 
nhà 5 tầng có 10 phòng trọ đầy đủ wifi tốc độ cao, chỗ để xe và nóng lạnh, giường, phòng to có điều hòa.
điện 3,5K  1số, nước 100K 1 tháng, mạng 80K 1 phòng. nhà thuê ở ngay gần đại học công đoàn, ĐH  Thủy Lợi và HV Ngân Hàng. tiện bên xe bus."
1943,Tin cá nhân đăng 3 tuần trước,900.000 đ/tháng- 16 m2,16 m²,"Đường Tu Hoàng, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội","nhà mk cón phòng cho thuê phòng khép kín 900k vá phòng có điều hóa 1200k k chung chủ hành lang rộng chỗ để xe thỏa mái, cửa săt ngài cửa gỗ trong nên cực kì an toàn .địa chỉ cụ thể .gần trường mầm non phương canh đường tu hoàng phương canh quận nam tư liêm .b nào cần lh  trực tiếp"
1941,Tin môi giới đăng 3 tuần trước,"1,5 triệu/tháng- 15 m2",15 m²,"105E ngõ 63, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","105E ngõ 63 Trần Quốc Vượng thông với ngõ 133 Xuân Thủy đang còn nhiều phòng trống;  giá 1.5-2tr-3tr2 S:15-18m2-22m2
Hiện trống mấy phòng khép kín cho sinh viên và người đi làm thuê.vệ sinh đầy đủ khép kín, sạch sẽ, thoáng mát, có cửa sổ,phòng to giường,tủ,điều hòa, nóng lạnh, kệ bếp, chỗ phơi,wifi tốc độ cao, tiện xe bus, giờ giấc tự do, cho chìa khóa cổng riêng.điện 4k 1 số; nước 90k 1 người, ở thoải mái 2-3 sinh viên. nhà thuê gần tòa nhà Indochina, ĐH QG, HV Báo Chí, ĐH SP.
LH xem phòng ban ngày"
1952,Tin cá nhân đăng hôm qua,"4,5 triệu/tháng- 40 m2",40 m²,"15A, Ngõ 61đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","phòng trọ với đầy đủ tiện nghi, không gian thoáng. có ban công. có bếp riêng."
1958,Tin cá nhân đăng 3 tuần trước,"2,5 triệu/tháng- 22 m2",22 m²,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","CHO THUÊ PHÒNG Ở XUÂN PHƯƠNG GẦN ĐH FPT
- Điện: 2,5k
- Nước: 80k/người
- Mạng 100k/người
- Nội thất: điều hoà, nóng lạnh, tủ, gác xếp
Địa chỉ: số nhà 33 ngách 41 ngõ 123 Xuân Phương."
1954,Tin cá nhân đăng 2 tuần trước,2 triệu/tháng- 30 m2,30 m²,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Phòng cho thuê Kim Mã Thượng - Linh Lang 20-30m2 rộng rãi thoải mái giờ giấc tự do. Gần trường chợ ngay Lotte, Vinhomes Metropolis.

Có phòng tắm, bếp sạch sẽ bàn ăn, nội thất đầy đủ.

Hỗ trợ nửa tháng tiền nhà Tết. Cọc 1 tháng đóng 3 tháng + không tính nửa tháng tiền nhà đợt Tết (từ 5/2-20/2)"
1957,Tin môi giới đăng 3 tuần trước,"5,3 triệu/tháng- 35 m2",35 m²,"199, Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Chính chủ còn nhiều phòng cần cho thuê tại 199 Nguyễn Ngọc Vũ, Cầu Giấy
+ Diện tích: 35m2/ phòng
+ Đã Trang bị đầy đủ tiện nghi như hình chụp thật 100%
+ Nhà không chung chủ, giờ giấc thoải mái
Liên hệ A Hiếu theo sdt bên dưới để được xem nhà trực tiếp miễn phí và không qua môi giới trung gian"
1950,Tin cá nhân đăng 1 năm trước,"1,39 triệu/tháng- 40 m2",40 m²,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Homestay cao cấp tại địa chỉ
Ngõ 68 Cầu Giấy 
Ngõ 29 Dịch Vọng
Ngõ 1 Phạm Tuấn Tài 
Ngõ 112 Hoàng Quốc Việt 
Ngõ 210 Hoàng Quốc Việt 
Ngõ 54 Mai Dịch"
1955,Tin cá nhân đăng 3 tuần trước,3 triệu/tháng- 20 m2,20 m²,"39 ngõ 127, Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Dự án: Chung cư mini Hào Nam.
          Thông tin chi tiết: Cho thuê phòng tại tầng 2 và tầng 4 có diện tích 17-20m2 tại số 39 Hào Nam, quận Đống Đa, Hà Nội
vệ sinh khép kin có nóng lạnh, điều hòa, cáp nét, bảo vệ 24/24h, Gần chợ, bệnh viện, trường học, gần nhạc viện Hà Nội, gần Đại học Mỹ thuật, gần Đại học Văn hóa. Xem phòng liên hệ chú Sơn bảo vệ."
1953,Tin môi giới đăng 5 ngày trước,4 triệu/tháng- 35 m2,35 m²,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","CHO THUÊ CHUNG CƯ MINI MỚI HOÀN THIỆN VÀO Ở LUÔN ĐƯỜNG TRUNG VĂN

1. Vị trí tiện ích: 
Tòa chung cư mini 8 tầng nằm trên đường TRUNG VĂN CẮT ĐƯỜNG TỐ HỮU,cuối đường lương thế vinh, gần nhà thờ Phùng Khoang, gần trường cao đẳng Xây Dựng, được thiết kế thông minh, tiện lợi, đầy đủ tiện ích đi kèm, gồm tầng 1 với DT250M2 để xe rộng rãi. giao thông đi lại thuận tiện và 7 tầng trên với các căn hộ chung cư mini cho thuê. 
- Nằm Cách mặt đường ĐƯỜNG TỐ HỮU 100m, 3 phút ra bigc thăng long, ngã tư trần duy hưng, đường phạm hùng, ngã tư khuất duy tiến... 
- Chỉ 3 phút để tiếp cận hệ thống ngân hàng, siêu thị, trung tâm thương mại, trường học Quốc tế từ mầm non đến trung học, đại học ... 
2. Thiết kế 02 loại diện tích: 35m2, 45m2  tiện dụng. 
- 1 Phòng ngủ riêng biệt, có thêm gác xép : điều hòa 02 chiều, giường, tủ quần áo... 
- Phòng khách được thiết kế đẹp có thể làm phòng ngủ nếu nhà đông người.
- Khu bếp riêng biệt,có tủ bếp trên và dưới, chậu rửa bát hiện đại nấu nướng không sợ mùi vào phòng ngủ và khách.
- WC khép kín hiện đại, bình nóng lạnh,thiết bị vệ sinh 
- Tòa nhà có bảo vệ , đảm bảo, giờ giấc 24/24h, thoải mái đi lại.
- Gửi xe miễn phí, tối đa mỗi phòng 2 xe máy,truyền hình cáp, internet cáp quang, camera các tầng, có thang máy tốc độ cao... 
- Căn hộ có cửa sổ thoáng mát , chỉ việc xách va li đến ở.
3. Giá cả: 
- Giá phòng:4.000.000 đ-  5 000.000 đ /tháng. 
-DT TỪ 35- 45M2.
-Rất Phù hợp với người đi làm,hộ gia đình, sinh viên ngoan ở."
